"annotation_id,""annotator"",""comment"",""created_at"",""id"",""lead_time"",""sentiment"",""updated_at"",""video_id"",""video_title"""
"99,""1"",""aja nih isi saldo ku semenjak main JPTOGEL77 bawaan nya se4lalu hepy saldo jarang sesak nafas mantap matap nih situs nya"",""2025-03-17T11:45:57.747685Z"",99,1.166,""Online Gambling Promotion"",""2025-03-17T11:45:57.747685Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"100,""1"",""udah 5 gua main kali temu situs beneran gampang jp enak banget JPTOGEL77 bro"",""2025-03-17T11:45:59.384604Z"",100,1.094,""Online Gambling Promotion"",""2025-03-17T11:45:59.384604Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"101,""1"",""sensasi nya beda bro main jptogel77 udah sekampung temen gw main JP"",""2025-03-17T11:46:01.407025Z"",101,1.462,""Online Gambling Promotion"",""2025-03-17T11:46:01.407025Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"102,""1"",""JPTOGEL77 bro gw main gak pakai janji palsu bro cuman gw menang"",""2025-03-17T11:46:03.038674Z"",102,1.062,""Online Gambling Promotion"",""2025-03-17T11:46:03.038674Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"103,""1"",""tengkiu bosku kasi teman2 setongkrongan traktiran makan minum bagus mudah mudahan meningkat berhasil J P TO G E L 7 7"",""2025-03-17T11:46:04.819508Z"",103,1.227,""Online Gambling Promotion"",""2025-03-17T11:46:04.819508Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"104,""1"",""hidup gw enak brp main jptogel77 nih situs rekomen gw bro"",""2025-03-17T11:46:06.071168Z"",104,0.761,""Online Gambling Promotion"",""2025-03-17T11:46:06.071168Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"105,""1"",""Paling mantap cuman webb JPTOGEL77 member dimanjain kasih cuan"",""2025-03-17T11:46:07.434221Z"",105,0.864,""Online Gambling Promotion"",""2025-03-17T11:46:07.434221Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"106,""1"",""temenku saranin main JPTOGEL77 coba iseng2 main situs eh dapettt jackpott udah cape banget gonta ganti situs mulu situs menghasilkan cuan"",""2025-03-17T11:46:08.699955Z"",106,0.804,""Online Gambling Promotion"",""2025-03-17T11:46:08.699955Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"107,""1"",""tidur auto spin J P TO G E L 7 7 bangun2 saldo udah battery lowbett ngantor senyam senyum macem udah gila cari aja google tu J P TO G E L 7 7"",""2025-03-17T11:46:09.983496Z"",107,0.689,""Online Gambling Promotion"",""2025-03-17T11:46:09.983496Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"108,""1"",""jam segini main kakek JPTOGEL77 bikin nagih lurr scatter nya gampang turun sketer perkalian nya konek"",""2025-03-17T11:46:11.184994Z"",108,0.677,""Online Gambling Promotion"",""2025-03-17T11:46:11.184994Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"109,""1"",""Modal receh hasil lumer mantap kali JPTOGEL77 sensasi maxwn berulang brooo kali nemu web seqacor chek langsung deh webbnya dp wd gesit prosesnya"",""2025-03-17T11:46:12.458203Z"",109,0.706,""Online Gambling Promotion"",""2025-03-17T11:46:12.458203Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"110,""1"",""bersyukur gw ga ketipu janji manis situs emang real gampang JP cuman jptogel77"",""2025-03-17T11:46:15.294293Z"",110,2.295,""Online Gambling Promotion"",""2025-03-17T11:46:15.294293Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"111,""1"",""gak salah emang sodara gw maen jptogel77 hasilnya mantep bgt brooo maen bntaran doang udah dikasi narik gini kwkwkw makasih jptogel77 mantep"",""2025-03-17T11:46:16.927389Z"",111,1.147,""Online Gambling Promotion"",""2025-03-17T11:46:16.927389Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"112,""1"",""betah dah nongkrong situs jptogel77 kalo lihat rtp asli gak gagal rtpnya angkanya cuuy"",""2025-03-17T11:46:18.774667Z"",112,1.242,""Online Gambling Promotion"",""2025-03-17T11:46:18.774667Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"113,""1"",""udah 5 gua main kali temu situs beneran gampang jp enak banget JPTOGEL77 bro"",""2025-03-17T11:46:21.006240Z"",113,1.733,""Online Gambling Promotion"",""2025-03-17T11:46:21.006240Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"114,""1"",""TRENDING 1 GILA LOOOO jptogel77"",""2025-03-17T11:46:23.904949Z"",114,2.296,""Online Gambling Promotion"",""2025-03-17T11:46:23.904949Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"115,""1"",""main JPTOGEL77 Jarang2 ling bagus kali merasakan petir merah si kakek senang x hati hahaha"",""2025-03-17T11:46:25.595934Z"",115,1.178,""Online Gambling Promotion"",""2025-03-17T11:46:25.595934Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"116,""1"",""intinya bermainlah sabar barbar kemenenangan sabar wkwk hiburan jadiin mata pencaharian gw main JPTOGEL77"",""2025-03-17T11:46:27.319351Z"",116,1.176,""Online Gambling Promotion"",""2025-03-17T11:46:27.319351Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"117,""1"",""JPTOGEL77 cba langsung bawa pulang cuan gede"",""2025-03-17T11:46:28.667601Z"",117,0.769,""Online Gambling Promotion"",""2025-03-17T11:46:28.667601Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"118,""1"",""lumayan unutk beli peralatan rumah cari gugel J P TO G E L 7 7 Di link dp aja mekswin dp auto makan enak"",""2025-03-17T11:46:29.849070Z"",118,0.621,""Online Gambling Promotion"",""2025-03-17T11:46:29.849070Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"119,""1"",""gua pasukan jptogel77 bro udah setia gw main amanah gampang JP"",""2025-03-17T11:46:31.114621Z"",119,0.677,""Online Gambling Promotion"",""2025-03-17T11:46:31.114621Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"120,""1"",""aja nih isi saldo ku semenjak main JPTOGEL77 bawaan nya se4lalu hepy saldo jarang sesak nafas mantap matap nih situs nya"",""2025-03-17T11:46:32.330362Z"",120,0.592,""Online Gambling Promotion"",""2025-03-17T11:46:32.330362Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"121,""1"",""gampang banget situs JPTOGEL77 turun perkalian nya member betah main main JPTOGEL77 aja rungkat ya bro"",""2025-03-17T11:46:33.530764Z"",121,0.64,""Online Gambling Promotion"",""2025-03-17T11:46:33.530764Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"122,""1"",""Selamat ya kak trending 1 lohh akhirnyaa J P TO G E L 7 7"",""2025-03-17T11:46:34.695252Z"",122,0.652,""Online Gambling Promotion"",""2025-03-17T11:46:34.695252Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"123,""1"",""Gak maxwln provit segini main mahbaru nyoba udah kasih JP si JPTOGEL77 ni test aja"",""2025-03-17T11:46:35.927390Z"",123,0.691,""Online Gambling Promotion"",""2025-03-17T11:46:35.927390Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"124,""1"",""0701 JPTOGEL77"",""2025-03-17T11:46:37.059891Z"",124,0.555,""Online Gambling Promotion"",""2025-03-17T11:46:37.059891Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"125,""1"",""Ternyata main JPTOGEL77 bikin rezeki langsung gacir"",""2025-03-17T11:46:38.526000Z"",125,0.725,""Online Gambling Promotion"",""2025-03-17T11:46:38.526000Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"126,""1"",""nikmat ngopi sembari nyelot momen maxwin nya langsung full senyum makasih website JPTOGEL77 udh ngasih maxwin meningkat senang mainnya"",""2025-03-17T11:46:40.257280Z"",126,1.175,""Online Gambling Promotion"",""2025-03-17T11:46:40.257280Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"127,""1"",""JPTOGEL77 gua bru maen bentar lngsg jepe"",""2025-03-17T11:46:41.619048Z"",127,0.82,""Online Gambling Promotion"",""2025-03-17T11:46:41.619048Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"128,""1"",""J P TO G E L 7 7 auto win"",""2025-03-17T11:46:42.864493Z"",128,0.743,""Online Gambling Promotion"",""2025-03-17T11:46:42.864493Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"129,""1"",""cobain bro bareng gw main Mandalika tujuhtujuh udah gw seleksi ratusan situs mantap bro"",""2025-03-17T11:46:44.139453Z"",129,0.775,""Online Gambling Promotion"",""2025-03-17T11:46:44.139453Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"130,""1"",""webb JPTOGEL77 ga kalah seru ya disni cair trus dr web JPTOGEL77 gokil mantap la jajan"",""2025-03-17T11:46:45.553788Z"",130,0.913,""Online Gambling Promotion"",""2025-03-17T11:46:45.553788Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"131,""1"",""udah gw coba bro bagus main JPTOGEL77 patut dibanggakan profitnya"",""2025-03-17T11:46:46.823243Z"",131,0.717,""Online Gambling Promotion"",""2025-03-17T11:46:46.823243Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"132,""1"",""Iseng cuman coba depo receh situs JPTOGEL77 klau seandainya depo nggak kebayang mantap situs JPTOGEL77 langsung gas aja bro rasakan dimanjain ni BO"",""2025-03-17T11:46:48.618095Z"",132,1.219,""Online Gambling Promotion"",""2025-03-17T11:46:48.618095Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"133,""1"",""Iseng cuman coba depo receh situs jptogel77 klau seandainya depo nggak kebayang mantap situs jptogel77 langsung gas aja bro rasakan dimanjain ni BO"",""2025-03-17T11:46:50.075933Z"",133,0.898,""Online Gambling Promotion"",""2025-03-17T11:46:50.075933Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"134,""1"",""Gak maxwln provit segini main mahbaru nyoba udah kasih JP si MAnDALIKA77 ni test aja"",""2025-03-17T11:46:51.471786Z"",134,0.828,""Online Gambling Promotion"",""2025-03-17T11:46:51.471786Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"135,""1"",""Modal 60 ribu maxwin segini brooo emang mantap nge disitus search google namanya JPTOGEL77"",""2025-03-17T11:46:52.846788Z"",135,0.828,""Online Gambling Promotion"",""2025-03-17T11:46:52.846788Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"136,""1"",""webb JPTOGEL77 ga kalah seru ya disni cair trus dr web JPTOGEL77 gokil mantap la jajan"",""2025-03-17T11:46:54.312930Z"",136,0.924,""Online Gambling Promotion"",""2025-03-17T11:46:54.312930Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"137,""1"",""situs tu jptogel77 kasi wede lancar ga apa2"",""2025-03-17T11:46:55.611885Z"",137,0.745,""Online Gambling Promotion"",""2025-03-17T11:46:55.611885Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"138,""1"",""Akhirrrnyaaa bagus konten abang coba main J P T O G E L 77"",""2025-03-17T11:46:58.140534Z"",138,1.946,""Online Gambling Promotion"",""2025-03-17T11:46:58.140534Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"139,""1"",""Memang main J P TO G E L 7 7 untung saran teman menang"",""2025-03-17T11:47:00.059467Z"",139,1.363,""Online Gambling Promotion"",""2025-03-17T11:47:00.059467Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"140,""1"",""beres2 rumah nyepin pas dengar suaranya behhhhhh garang kaliii suara petirnya hahaha makasih ya J P T O G E L 77"",""2025-03-17T11:47:03.454778Z"",140,2.853,""Online Gambling Promotion"",""2025-03-17T11:47:03.454778Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"141,""1"",""setia bro main jptogel77 udah ratusan situs bandingin tetep enak jptogel77"",""2025-03-17T11:47:05.519760Z"",141,1.53,""Online Gambling Promotion"",""2025-03-17T11:47:05.519760Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"142,""1"",""J P TO G E L 7 7 bikin senyum gak berhenti mantap pol"",""2025-03-17T11:47:07.497244Z"",142,1.418,""Online Gambling Promotion"",""2025-03-17T11:47:07.497244Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"143,""1"",""gak salah emang sodara gw maen J P TO G E L 7 7 hasilnya mantep bgt brooo maen bntaran doang udah dikasi narik gini kwkwkw makasih J P TO G E L 7 7 mantep"",""2025-03-17T11:47:09.549778Z"",143,1.485,""Online Gambling Promotion"",""2025-03-17T11:47:09.549778Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"144,""1"",""Paling mantap cuman webb JPTOGEL77 member dimanjain kasih cuan"",""2025-03-17T11:47:10.994791Z"",144,0.846,""Online Gambling Promotion"",""2025-03-17T11:47:10.994791Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"145,""1"",""Padahal moda tipis aja kasi Maxwin J P TO G E L 7 7 emg hoki bgt lha main disitus scternya gampang turun RTPnya akurat bgt buran cobain main JPTOGEL77"",""2025-03-17T11:47:12.589999Z"",145,1.025,""Online Gambling Promotion"",""2025-03-17T11:47:12.589999Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"146,""1"",""Jangan mikir buruan aja bosku J P T O G E L 77"",""2025-03-17T11:47:14.146160Z"",146,1.072,""Online Gambling Promotion"",""2025-03-17T11:47:14.146160Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"147,""1"",""the bestt la server negri inisanagt beda server lokaludah ga berapling situs main JPTOGEL77 aja"",""2025-03-17T11:47:16.664656Z"",147,1.992,""Online Gambling Promotion"",""2025-03-17T11:47:16.664656Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"148,""1"",""menang nya ga banyakyang ga bikin rungkadnaik sikit2 bukitini buktinya udah menang jptogel77di sambar kake zeusss wkkwkw"",""2025-03-17T11:47:19.258654Z"",148,2.041,""Online Gambling Promotion"",""2025-03-17T11:47:19.258654Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"149,""1"",""ga cari untung menang segiini aja udah bersyukur banger gua game J P T O G E L 77 aja narik udah langsung masuk duit 2 menit aja"",""2025-03-17T11:47:21.223571Z"",149,1.401,""Online Gambling Promotion"",""2025-03-17T11:47:21.223571Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"150,""1"",""Akhirnya menang J P T O G E L 77 dengar cerita orng"",""2025-03-17T11:47:22.856125Z"",150,1.085,""Online Gambling Promotion"",""2025-03-17T11:47:22.856125Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"151,""1"",""member JPTOGEL77 Udah kasih maxwin gila sih situs asli ga salah cobaain situs JPTOGEL77 member setia"",""2025-03-17T11:47:24.553936Z"",151,1.141,""Online Gambling Promotion"",""2025-03-17T11:47:24.553936Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"152,""1"",""seneng bangun2 kumpulin nyawa main jptogel77 langsung dikasi wekwekwek"",""2025-03-17T11:47:26.182253Z"",152,1.043,""Online Gambling Promotion"",""2025-03-17T11:47:26.182253Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"153,""1"",""Dari sekian ling coba cman webb J P TO G E L 7 7 yg bikin betah bagus webbnya kasih maxwn gak takut J P TO G E L 7 7"",""2025-03-17T11:47:28.097028Z"",153,1.365,""Online Gambling Promotion"",""2025-03-17T11:47:28.097028Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"154,""1"",""JPTOGEL77 maen hoki"",""2025-03-17T11:47:29.577587Z"",154,0.935,""Online Gambling Promotion"",""2025-03-17T11:47:29.577587Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"155,""1"",""coba cari J P T O G E L 77 Mantap bosku makasih uda kasih saran main situs wd ku allhamdulliah lancar main"",""2025-03-17T11:47:31.081930Z"",155,0.935,""Online Gambling Promotion"",""2025-03-17T11:47:31.081930Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"156,""1"",""lama2 bangkrut ni bossnya jptogel77 profit trus main kemaren wkkwkw"",""2025-03-17T11:47:33.213492Z"",156,1.59,""Online Gambling Promotion"",""2025-03-17T11:47:33.213492Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"157,""1"",""coba coba maen server thailand kasi tau sodara eh gile saldo nambah mulu awlkwkwkkw cari google J P T O G E L 77"",""2025-03-17T11:47:36.317931Z"",157,2.53,""Online Gambling Promotion"",""2025-03-17T11:47:36.317931Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"158,""1"",""Saran ane main jptogel77 gak pelit link nya gw mmber barusan main auto lgsung maxwin pdhal modal receh doang"",""2025-03-17T11:47:39.058931Z"",158,2.203,""Online Gambling Promotion"",""2025-03-17T11:47:39.058931Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"159,""1"",""mantap main udah dikasih menang aja MAnDALIKA77 modal receh wd haha"",""2025-03-17T11:47:40.451512Z"",159,0.818,""Online Gambling Promotion"",""2025-03-17T11:47:40.451512Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"160,""1"",""ajakin mabar temen bermain J P TO G E L 7 7 angkat topi sih kali bermain langsung kasih kemenangan server berhasil nih mantap memiliki broo"",""2025-03-17T11:47:41.906509Z"",160,0.874,""Online Gambling Promotion"",""2025-03-17T11:47:41.906509Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"161,""1"",""gacir gila JPTOGEL77 bikin jepe trs"",""2025-03-17T11:47:43.221901Z"",161,0.737,""Online Gambling Promotion"",""2025-03-17T11:47:43.221901Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"162,""1"",""Begitu mantap memuaskan Bermain MANDALIKA77 lancar hambatan rezeki mengalir deras"",""2025-03-17T11:47:44.521165Z"",162,0.714,""Online Gambling Promotion"",""2025-03-17T11:47:44.521165Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"163,""1"",""nyari2 uang rokok dikasih uang jajan seminggu hahaha emng terbaik nih J P TO G E L 7 7"",""2025-03-17T11:47:45.789954Z"",163,0.707,""Online Gambling Promotion"",""2025-03-17T11:47:45.789954Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"164,""1"",""J P T O G E L 77 gacor menang"",""2025-03-17T11:47:47.118970Z"",164,0.817,""Online Gambling Promotion"",""2025-03-17T11:47:47.118970Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"165,""1"",""Ternyata bgt dibilang teman gue main JPTOGEL77 gampang bgt dapetin maxwln member positif WD"",""2025-03-17T11:47:48.618152Z"",165,0.823,""Online Gambling Promotion"",""2025-03-17T11:47:48.618152Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"166,""1"",""seru bang J P T O G E L 77 Alhamdulillah pensaran ku terjawabkan mampir disni JPTOGEL77 jamin H0k1"",""2025-03-17T11:47:50.163335Z"",166,0.939,""Online Gambling Promotion"",""2025-03-17T11:47:50.163335Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"167,""1"",""Mumpung gacornya gaskan aja bos J P T O G E L 77"",""2025-03-17T11:47:51.658288Z"",167,0.897,""Online Gambling Promotion"",""2025-03-17T11:47:51.658288Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"168,""1"",""asik dikasih rezeki makasih bget y J P TO G E L 7 7 kudoakan webbnya bangkit biar kasih sIotter profit wkwk gk ambil pusing main J P TO G E L 7 7 bang siap2 WD aja pokoknya"",""2025-03-17T11:47:53.215985Z"",168,1.047,""Online Gambling Promotion"",""2025-03-17T11:47:53.215985Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"169,""1"",""lama2 bangkrut ni bossnya JPTOGEL77 profit trus main kemaren wkkwkw"",""2025-03-17T11:47:54.746225Z"",169,0.953,""Online Gambling Promotion"",""2025-03-17T11:47:54.746225Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"170,""1"",""modal recehpun wd J P TO G E L 7 7 benar2 profit hasil main bermain main bermain sukses jutaan mantap webnya"",""2025-03-17T11:47:56.764130Z"",170,1.413,""Online Gambling Promotion"",""2025-03-17T11:47:56.764130Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"171,""1"",""Rezeki melimpah JPTOGEL77 makasih"",""2025-03-17T11:49:53.415446Z"",171,116.05,""Online Gambling Promotion"",""2025-03-17T11:49:53.415446Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"172,""1"",""Mandalika tujuhtujuh bro gw main gak pakai janji palsu bro cuman gw menang"",""2025-03-17T11:49:57.262196Z"",172,3.287,""Online Gambling Promotion"",""2025-03-17T11:49:57.262196Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"173,""1"",""tidur auto spin jptogel77 bangun2 saldo udah battery lowbett ngantor senyam senyum macem udah gila cari aja google tu jptogel77"",""2025-03-17T11:49:59.410605Z"",173,1.581,""Online Gambling Promotion"",""2025-03-17T11:49:59.410605Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"174,""1"",""main J P T O G E L 77 Jarang2 ling bagus kali merasakan petir merah si kakek senang x hati hahaha"",""2025-03-17T11:50:01.404196Z"",174,1.414,""Online Gambling Promotion"",""2025-03-17T11:50:01.404196Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"175,""1"",""asyik abang J P TO G E L 7 7 anjir terkejut kasih kemenangan kali menciptakan pas meleset"",""2025-03-17T11:50:03.053400Z"",175,1.122,""Online Gambling Promotion"",""2025-03-17T11:50:03.053400Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"176,""1"",""Waduh menang gue SCBD belanja pake duit kemenangan J P TO G E L 7 7 uang trakhirnemu situs barualhamdulilah d ksih jepe ngab"",""2025-03-17T11:50:06.521003Z"",176,2.886,""Online Gambling Promotion"",""2025-03-17T11:50:06.521003Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"177,""1"",""Modal receh hasil lumer mantap kali JPTOGEL77 sensasi maxwn berulang brooo kali nemu web seqacor chek langsung deh webbnya dp wd gesit prosesnya"",""2025-03-17T11:50:08.422658Z"",177,1.322,""Online Gambling Promotion"",""2025-03-17T11:50:08.422658Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"178,""1"",""mantap bro jp JPTOGEL77 aja udah makasih udah kasih kemenangan"",""2025-03-17T11:50:09.854808Z"",178,0.9,""Online Gambling Promotion"",""2025-03-17T11:50:09.854808Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"179,""1"",""Saatnya bersinar 1312 jptogel77"",""2025-03-17T11:50:11.859350Z"",179,1.413,""Online Gambling Promotion"",""2025-03-17T11:50:11.859350Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"180,""1"",""Pantesan aja teman sibuk ngajakin main MAnDALIKA77 benaran tokcer bgt main langsung cair malam lumayan traktir teman2"",""2025-03-17T11:50:13.386430Z"",180,0.993,""Online Gambling Promotion"",""2025-03-17T11:50:13.386430Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"181,""1"",""udah kali gue main jptogel77 wd meluncur aman bonus slalu"",""2025-03-17T11:50:14.743276Z"",181,0.788,""Online Gambling Promotion"",""2025-03-17T11:50:14.743276Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"182,""1"",""Modal receh hasil lumer mantap kali JPTOGEL77 sensasi maxwln berulang brooo kali nemu web seqacor chek langsung deh webbnya dp wd gesit prosesnya"",""2025-03-17T11:50:16.559247Z"",182,1.254,""Online Gambling Promotion"",""2025-03-17T11:50:16.559247Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"183,""1"",""beres2 rumah nyepin pas dengar suaranya behhhhhh garang kaliii suara petirnya hahaha makasih y J P TO G E L 7 7"",""2025-03-17T11:50:17.999872Z"",183,0.901,""Online Gambling Promotion"",""2025-03-17T11:50:17.999872Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"184,""1"",""tetangga gw sore main JPTOGEL77"",""2025-03-17T11:50:19.399838Z"",184,0.842,""Online Gambling Promotion"",""2025-03-17T11:50:19.399838Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"185,""1"",""Perasaan x deh nemu situs kayak MLNDALIKL77 gak beli spin kasi gratis uda gitu dikasi Maxwin emg jos bgt ni JPTOGEL77 ga duanya deh"",""2025-03-17T11:50:20.809837Z"",185,0.848,""Online Gambling Promotion"",""2025-03-17T11:50:20.809837Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
