"annotation_id,""annotator"",""comment"",""created_at"",""id"",""lead_time"",""sentiment"",""updated_at"",""video_id"",""video_title"""
"504,""1"",""salah"",""2025-03-19T07:46:30.654368Z"",499,2.682,""Not Online Gambling Promotion"",""2025-03-19T07:46:30.654368Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"505,""1"",""Bodoh"",""2025-03-19T07:46:32.560133Z"",500,1.358,""Not Online Gambling Promotion"",""2025-03-19T07:46:32.560133Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"506,""1"",""Yang sabar kak wili kasi"",""2025-03-19T07:46:36.896493Z"",501,3.785,""Not Online Gambling Promotion"",""2025-03-19T07:46:36.896493Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"507,""1"",""Bang wilmei Tipu"",""2025-03-19T07:46:40.743375Z"",502,3.288,""Not Online Gambling Promotion"",""2025-03-19T07:46:40.743375Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"508,""1"",""Aku blokir Vidio kemerekakenapa sih kena sialll Mulu sebenernya capek diblokir diblokir tu gk ketik sebenernya tu capek hidup penggen pengengen nangis digituin kemereka jahat kakak ngetik lega kakak like subrek semoga kakak sehat ya aminn terima kasih liat ceritaku GK like gapapa dah tobat"",""2025-03-19T07:47:50.354694Z"",503,69.079,""Not Online Gambling Promotion"",""2025-03-19T07:47:50.354694Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"509,""1"",""Kawili perca"",""2025-03-19T07:47:54.617865Z"",504,3.749,""Not Online Gambling Promotion"",""2025-03-19T07:47:54.617865Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"510,""1"",""kasihanbloh nahan nangis ituloh gapapa kak wili semangat semoga rezeki nya berlimpah amin"",""2025-03-19T07:48:00.106524Z"",505,4.961,""Not Online Gambling Promotion"",""2025-03-19T07:48:00.106524Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"511,""1"",""dasar"",""2025-03-19T07:48:02.137729Z"",506,1.472,""Not Online Gambling Promotion"",""2025-03-19T07:48:02.137729Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"512,""1"",""KA Wili jaga sedih"",""2025-03-19T07:48:09.263014Z"",507,6.586,""Not Online Gambling Promotion"",""2025-03-19T07:48:09.263014Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"513,""1"",""Tiktok maunya perempuan 2 yg sebeng joget2"",""2025-03-19T07:48:15.461154Z"",508,5.654,""Not Online Gambling Promotion"",""2025-03-19T07:48:15.461154Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"514,""1"",""Semangat kak willy kontennya semoga sehat"",""2025-03-19T07:48:18.228792Z"",509,2.226,""Not Online Gambling Promotion"",""2025-03-19T07:48:18.228792Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"515,""1"",""tik koyok babi"",""2025-03-19T07:48:26.849922Z"",510,8.077,""Not Online Gambling Promotion"",""2025-03-19T07:48:26.849922Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"516,""1"",""Kak Willie semangat gapapa kak sedih semangat"",""2025-03-19T07:48:30.489935Z"",511,3.077,""Not Online Gambling Promotion"",""2025-03-19T07:48:30.489935Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"517,""1"",""semagat kak wili salim semoga gak blokir"",""2025-03-19T07:48:32.619412Z"",512,1.583,""Not Online Gambling Promotion"",""2025-03-19T07:48:32.619412Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"518,""1"",""aalke"",""2025-03-19T07:48:34.956546Z"",513,1.78,""Not Online Gambling Promotion"",""2025-03-19T07:48:34.956546Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"519,""1"",""Makanya suka bohong teman teman udh hp 15 jt bagiin udh follow SUBCRIBE anggap pembohong ish ish ish blokir"",""2025-03-19T07:48:41.224657Z"",514,5.796,""Not Online Gambling Promotion"",""2025-03-19T07:48:41.224657Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"520,""1"",""Kakak Willi kasian banget"",""2025-03-19T07:48:43.016239Z"",515,1.219,""Not Online Gambling Promotion"",""2025-03-19T07:48:43.016239Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"521,""1"",""Davin"",""2025-03-19T07:48:44.948168Z"",516,1.397,""Not Online Gambling Promotion"",""2025-03-19T07:48:44.948168Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"522,""1"",""Yangsabar yahka akumau subscribe tube"",""2025-03-19T07:48:59.467709Z"",517,13.969,""Not Online Gambling Promotion"",""2025-03-19T07:48:59.467709Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"523,""1"",""Api"",""2025-03-19T07:49:01.288739Z"",518,1.272,""Not Online Gambling Promotion"",""2025-03-19T07:49:01.288739Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"524,""1"",""Sabar"",""2025-03-19T07:49:02.807449Z"",519,1.05,""Not Online Gambling Promotion"",""2025-03-19T07:49:02.807449Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"525,""1"",""Udah sedih KK percaya ko kk"",""2025-03-19T07:49:11.886309Z"",520,8.541,""Not Online Gambling Promotion"",""2025-03-19T07:49:11.886309Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"526,""1"",""Yang sabar ya kak Willy diblokir"",""2025-03-19T07:49:14.917655Z"",521,2.544,""Not Online Gambling Promotion"",""2025-03-19T07:49:14.917655Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"527,""1"",""kapok lu wil rasain dibelokir"",""2025-03-19T07:49:20.481456Z"",522,5.013,""Not Online Gambling Promotion"",""2025-03-19T07:49:20.481456Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"528,""1"",""Semangat ya kawili Yang dukung kak wili pencet"",""2025-03-19T07:49:25.690971Z"",523,4.69,""Not Online Gambling Promotion"",""2025-03-19T07:49:25.690971Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"529,""1"",""Tetap semangat ya KApasti balasan nya yg sabar ya ka"",""2025-03-19T07:49:32.381772Z"",524,6.144,""Not Online Gambling Promotion"",""2025-03-19T07:49:32.381772Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"530,""1"",""Ko blokir"",""2025-03-19T07:49:34.104840Z"",525,1.14,""Not Online Gambling Promotion"",""2025-03-19T07:49:34.104840Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"531,""1"",""Udah sabar aja TikTok mu yg duplicate kmu yg tumbalnya semngat aja hidup bikin yg"",""2025-03-19T07:49:48.590140Z"",526,13.932,""Not Online Gambling Promotion"",""2025-03-19T07:49:48.590140Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"532,""1"",""Semangat"",""2025-03-19T07:49:50.887087Z"",527,1.666,""Not Online Gambling Promotion"",""2025-03-19T07:49:50.887087Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"533,""1"",""Yang sabar ya ka wil"",""2025-03-19T07:49:54.445134Z"",528,2.082,""Not Online Gambling Promotion"",""2025-03-19T07:49:54.445134Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"534,""1"",""Tiktoknya blokir"",""2025-03-19T07:49:56.261235Z"",529,1.3,""Not Online Gambling Promotion"",""2025-03-19T07:49:56.261235Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"535,""1"",""Apaan sih aplikasi kecowak berat gua"",""2025-03-19T07:50:03.065684Z"",530,6.262,""Not Online Gambling Promotion"",""2025-03-19T07:50:03.065684Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"536,""1"",""Ka sabar ya kak"",""2025-03-19T07:50:04.922624Z"",531,1.282,""Not Online Gambling Promotion"",""2025-03-19T07:50:04.922624Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"537,""1"",""Bodo gua blokir gua gak suka lu"",""2025-03-19T07:50:08.219767Z"",532,2.736,""Not Online Gambling Promotion"",""2025-03-19T07:50:08.219767Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"538,""1"",""Gpp sedih kak willi tiktok diblokir tiktokaku sedih tiktok diblokir semangat ka willi"",""2025-03-19T07:50:13.786502Z"",533,5.023,""Not Online Gambling Promotion"",""2025-03-19T07:50:13.786502Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"539,""1"",""Yang sabar ya"",""2025-03-19T07:50:15.702568Z"",534,1.38,""Not Online Gambling Promotion"",""2025-03-19T07:50:15.702568Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"540,""1"",""Hey tiktok renting willy lo kaya membantu orang aja tu beneran"",""2025-03-19T07:50:19.113585Z"",535,2.86,""Not Online Gambling Promotion"",""2025-03-19T07:50:19.113585Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"541,""1"",""Wili kumaitu"",""2025-03-19T07:50:22.032243Z"",536,2.366,""Not Online Gambling Promotion"",""2025-03-19T07:50:22.032243Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"542,""1"",""tiktok nya blokir"",""2025-03-19T07:50:23.922573Z"",537,1.337,""Not Online Gambling Promotion"",""2025-03-19T07:50:23.922573Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"543,""1"",""Maksud ku udah like"",""2025-03-19T07:50:27.725451Z"",538,3.24,""Not Online Gambling Promotion"",""2025-03-19T07:50:27.725451Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"544,""1"",""Lu boong gua hp"",""2025-03-19T07:50:31.995774Z"",539,3.731,""Not Online Gambling Promotion"",""2025-03-19T07:50:31.995774Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"545,""1"",""Makannya teguran Allah"",""2025-03-19T07:50:43.539836Z"",540,10.985,""Not Online Gambling Promotion"",""2025-03-19T07:50:43.539836Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"546,""1"",""Dont forget Allah Wiliii"",""2025-03-19T07:50:46.803106Z"",541,2.781,""Not Online Gambling Promotion"",""2025-03-19T07:50:46.803106Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"547,""1"",""A kasihan A"",""2025-03-19T07:50:49.875594Z"",542,2.535,""Not Online Gambling Promotion"",""2025-03-19T07:50:49.875594Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"548,""1"",""Wah kak Willi kasian banget gak bohong mantuin sabar ya semangat"",""2025-03-19T07:50:53.932958Z"",543,3.532,""Not Online Gambling Promotion"",""2025-03-19T07:50:53.932958Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"549,""1"",""Emng bnyakan bohong nya"",""2025-03-19T07:50:56.322352Z"",544,1.834,""Not Online Gambling Promotion"",""2025-03-19T07:50:56.322352Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"550,""1"",""hmmmmmm"",""2025-03-19T07:50:58.551064Z"",545,1.682,""Not Online Gambling Promotion"",""2025-03-19T07:50:58.551064Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"551,""1"",""Kak Willy sabar ya"",""2025-03-19T07:51:00.439607Z"",546,1.321,""Not Online Gambling Promotion"",""2025-03-19T07:51:00.439607Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"552,""1"",""KA wili sabar ya oh iya hp aypon harga 1000 oh iya alamatnya cimuncang kecamatan Cicantayan kabupaten Sukabumi doain rejekinya lancar"",""2025-03-19T07:51:06.924590Z"",547,5.942,""Not Online Gambling Promotion"",""2025-03-19T07:51:06.924590Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"553,""1"",""Ksos"",""2025-03-19T07:51:09.233726Z"",548,1.781,""Not Online Gambling Promotion"",""2025-03-19T07:51:09.233726Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"554,""1"",""Sabar Ya Bang Wili"",""2025-03-19T07:51:11.670481Z"",549,1.895,""Not Online Gambling Promotion"",""2025-03-19T07:51:11.670481Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"555,""1"",""Aku belokir tiktok"",""2025-03-19T07:51:13.562408Z"",550,1.36,""Not Online Gambling Promotion"",""2025-03-19T07:51:13.562408Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"556,""1"",""sabar"",""2025-03-19T07:51:15.416775Z"",551,1.092,""Not Online Gambling Promotion"",""2025-03-19T07:51:15.416775Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"557,""1"",""Kita Bantai Tiktok Memblokir Secara Sembarang"",""2025-03-19T07:51:18.327979Z"",552,2.356,""Not Online Gambling Promotion"",""2025-03-19T07:51:18.327979Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"558,""1"",""Sabar ya kak willli semangat"",""2025-03-19T07:51:19.941580Z"",553,1.128,""Not Online Gambling Promotion"",""2025-03-19T07:51:19.941580Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"559,""1"",""kak sabarnya Aku sedih"",""2025-03-19T07:51:21.364250Z"",554,0.981,""Not Online Gambling Promotion"",""2025-03-19T07:51:21.364250Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"560,""1"",""Yang sabar ya KK wil"",""2025-03-19T07:51:23.229926Z"",555,1.377,""Not Online Gambling Promotion"",""2025-03-19T07:51:23.229926Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"561,""1"",""Wilisalim"",""2025-03-19T07:51:25.528264Z"",556,1.765,""Not Online Gambling Promotion"",""2025-03-19T07:51:25.528264Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"562,""1"",""TIKTOK JAHAT"",""2025-03-19T07:51:28.215300Z"",557,2.147,""Not Online Gambling Promotion"",""2025-03-19T07:51:28.215300Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"563,""1"",""Foto editan"",""2025-03-19T07:51:30.315417Z"",558,1.565,""Not Online Gambling Promotion"",""2025-03-19T07:51:30.315417Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"564,""1"",""Kasih ya banget"",""2025-03-19T07:51:31.913511Z"",559,1.027,""Not Online Gambling Promotion"",""2025-03-19T07:51:31.913511Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"565,""1"",""Kawili dukung abang"",""2025-03-19T07:51:34.449181Z"",560,1.964,""Not Online Gambling Promotion"",""2025-03-19T07:51:34.449181Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"566,""1"",""Hasil kerjaan kakak gak sial sial"",""2025-03-19T07:51:36.810522Z"",561,1.843,""Not Online Gambling Promotion"",""2025-03-19T07:51:36.810522Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"567,""1"",""Semangat ya bang dukung abang abang gak bohong butinya loh foto abang tunjukkin vidieo semangat ya bang orang dunia emang gugu sabar ya bang"",""2025-03-19T07:51:44.757784Z"",562,7.375,""Not Online Gambling Promotion"",""2025-03-19T07:51:44.757784Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"568,""1"",""Aku Uta Kak kupecaka"",""2025-03-19T07:51:48.733913Z"",563,3.419,""Not Online Gambling Promotion"",""2025-03-19T07:51:48.733913Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"569,""1"",""Saya HP buka Willy"",""2025-03-19T07:51:51.963970Z"",564,2.645,""Not Online Gambling Promotion"",""2025-03-19T07:51:51.963970Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"570,""1"",""Tiktok APUS"",""2025-03-19T07:51:53.971564Z"",565,1.442,""Not Online Gambling Promotion"",""2025-03-19T07:51:53.971564Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"571,""1"",""Kwli"",""2025-03-19T07:51:58.893564Z"",566,4.332,""Not Online Gambling Promotion"",""2025-03-19T07:51:58.893564Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"572,""1"",""Kaka keristen"",""2025-03-19T07:52:07.283129Z"",567,7.916,""Not Online Gambling Promotion"",""2025-03-19T07:52:07.283129Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"573,""1"",""Bg wil mintak gk ak lg pingin berangkatin umrah pingin mintak sepeda motor pcx nmx mintak mobil pajero plis bg wol ak udah folow plis bg will"",""2025-03-19T07:52:15.021046Z"",568,7.242,""Not Online Gambling Promotion"",""2025-03-19T07:52:15.021046Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"574,""1"",""adam"",""2025-03-19T07:52:19.991370Z"",569,4.417,""Not Online Gambling Promotion"",""2025-03-19T07:52:19.991370Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"575,""1"",""Kasihan banget kak willy"",""2025-03-19T07:52:23.766729Z"",570,3.214,""Not Online Gambling Promotion"",""2025-03-19T07:52:23.766729Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"576,""1"",""Siyapa blokir siyapa kak"",""2025-03-19T07:52:25.978493Z"",571,1.717,""Not Online Gambling Promotion"",""2025-03-19T07:52:25.978493Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"577,""1"",""Yah miskin gito"",""2025-03-19T07:52:28.344887Z"",572,1.802,""Not Online Gambling Promotion"",""2025-03-19T07:52:28.344887Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"578,""1"",""Kak agama mu Islam kah"",""2025-03-19T07:52:37.051423Z"",573,8.159,""Not Online Gambling Promotion"",""2025-03-19T07:52:37.051423Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"579,""1"",""Sabar bang"",""2025-03-19T07:52:39.518205Z"",574,1.957,""Not Online Gambling Promotion"",""2025-03-19T07:52:39.518205Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"580,""1"",""Gkpp kak Willie live youtube"",""2025-03-19T07:52:41.630369Z"",575,1.632,""Not Online Gambling Promotion"",""2025-03-19T07:52:41.630369Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"581,""1"",""Yang sabar yah KK wili"",""2025-03-19T07:52:43.331301Z"",576,1.131,""Not Online Gambling Promotion"",""2025-03-19T07:52:43.331301Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"582,""1"",""Pamerria"",""2025-03-19T07:52:45.351291Z"",577,1.483,""Not Online Gambling Promotion"",""2025-03-19T07:52:45.351291Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"583,""1"",""AKUENDAK benci Willy Salim bang"",""2025-03-19T07:52:50.317044Z"",578,4.392,""Not Online Gambling Promotion"",""2025-03-19T07:52:50.317044Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"584,""1"",""Sabar banginsya Allah Abang dilindungi Allah SWTamin"",""2025-03-19T07:52:53.231212Z"",579,2.425,""Not Online Gambling Promotion"",""2025-03-19T07:52:53.231212Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"585,""1"",""Semangat ya wili"",""2025-03-19T07:52:54.897870Z"",580,1.111,""Not Online Gambling Promotion"",""2025-03-19T07:52:54.897870Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"586,""1"",""Yg sabar ya kak wili emg yg nge blokir org ngen kon an asu yg setuju org yg nge blokir ngen like"",""2025-03-19T07:53:01.348033Z"",581,5.905,""Not Online Gambling Promotion"",""2025-03-19T07:53:01.348033Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"587,""1"",""patung folow"",""2025-03-19T07:53:04.385242Z"",582,2.503,""Not Online Gambling Promotion"",""2025-03-19T07:53:04.385242Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"588,""1"",""bikin masuk neraka kak wile semangat ya kak samaLike"",""2025-03-19T07:53:09.976501Z"",583,5.055,""Not Online Gambling Promotion"",""2025-03-19T07:53:09.976501Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"589,""1"",""Sudah Wil Jangan Menangis Aku Dukun Kamu iya Aku Perjaya"",""2025-03-19T07:53:21.051191Z"",584,10.534,""Not Online Gambling Promotion"",""2025-03-19T07:53:21.051191Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"590,""1"",""Yg setuju tiktok ban like ga maksa"",""2025-03-19T07:53:23.028352Z"",585,1.424,""Not Online Gambling Promotion"",""2025-03-19T07:53:23.028352Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"591,""1"",""sabar ya KA Wili laporin aja polisi"",""2025-03-19T07:53:24.494962Z"",586,0.913,""Not Online Gambling Promotion"",""2025-03-19T07:53:24.494962Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"592,""1"",""Kasian semangat ya kak willie"",""2025-03-19T07:53:25.875381Z"",587,0.824,""Not Online Gambling Promotion"",""2025-03-19T07:53:25.875381Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"593,""1"",""Sabar ya kak filme"",""2025-03-19T07:53:27.079280Z"",588,0.638,""Not Online Gambling Promotion"",""2025-03-19T07:53:27.079280Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"594,""1"",""Sabar ya bang wili belokir"",""2025-03-19T07:53:28.703769Z"",589,1.034,""Not Online Gambling Promotion"",""2025-03-19T07:53:28.703769Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"595,""1"",""Kasian wilisalim"",""2025-03-19T07:53:30.164279Z"",590,0.876,""Not Online Gambling Promotion"",""2025-03-19T07:53:30.164279Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"596,""1"",""Padahal kak Willi baikknp blokir tiktok"",""2025-03-19T07:53:31.725961Z"",591,0.959,""Not Online Gambling Promotion"",""2025-03-19T07:53:31.725961Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"597,""1"",""Kakak semangat ya"",""2025-03-19T07:53:33.231780Z"",592,0.967,""Not Online Gambling Promotion"",""2025-03-19T07:53:33.231780Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"598,""1"",""Yang sabar ya KK Elif kembang seri"",""2025-03-19T07:53:34.740199Z"",593,1.011,""Not Online Gambling Promotion"",""2025-03-19T07:53:34.740199Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"599,""1"",""Warna cat rumah eh emang udah yg eh eh ditenagai mobile BRAVIA"",""2025-03-19T07:53:39.823606Z"",594,4.488,""Not Online Gambling Promotion"",""2025-03-19T07:53:39.823606Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"600,""1"",""Ka wili Indonesia"",""2025-03-19T07:53:41.415758Z"",595,1.05,""Not Online Gambling Promotion"",""2025-03-19T07:53:41.415758Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"601,""1"",""Tiktok gak suka gak tiktok"",""2025-03-19T07:53:43.111067Z"",596,1.12,""Not Online Gambling Promotion"",""2025-03-19T07:53:43.111067Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"602,""1"",""youtube"",""2025-03-19T07:53:46.143978Z"",597,2.484,""Not Online Gambling Promotion"",""2025-03-19T07:53:46.143978Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"603,""1"",""Kak wilisalim sabar ya ujian Allah SWT"",""2025-03-19T07:53:48.146472Z"",598,1.423,""Not Online Gambling Promotion"",""2025-03-19T07:53:48.146472Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"604,""1"",""Kakwilisalinsemanganjangannaksis"",""2025-03-19T07:53:54.240036Z"",599,5.509,""Not Online Gambling Promotion"",""2025-03-19T07:53:54.240036Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"605,""1"",""Kakak emang bohong dikasih hp"",""2025-03-19T07:54:19.948758Z"",600,3.239,""Not Online Gambling Promotion"",""2025-03-19T07:54:19.948758Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"606,""1"",""Kakjang Sedih Aku Likekok"",""2025-03-19T07:54:21.976199Z"",601,1.431,""Not Online Gambling Promotion"",""2025-03-19T07:54:21.976199Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"607,""1"",""Kesian Kak wiliyini tiktok ajar"",""2025-03-19T07:54:23.393625Z"",602,0.91,""Not Online Gambling Promotion"",""2025-03-19T07:54:23.393625Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"608,""1"",""Bang bok dadi islam"",""2025-03-19T07:54:25.349127Z"",603,1.379,""Not Online Gambling Promotion"",""2025-03-19T07:54:25.349127Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"609,""1"",""semoga tiktok blokir"",""2025-03-19T07:54:27.062190Z"",604,1.127,""Not Online Gambling Promotion"",""2025-03-19T07:54:27.062190Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"610,""1"",""Jangan sedih tuhan berdoa amen"",""2025-03-19T07:54:28.577685Z"",605,1.008,""Not Online Gambling Promotion"",""2025-03-19T07:54:28.577685Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"611,""1"",""Yang sabar ya kak willi salim semoga kak semangat konten"",""2025-03-19T07:54:29.988254Z"",606,0.912,""Not Online Gambling Promotion"",""2025-03-19T07:54:29.988254Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"612,""1"",""Memang tiktok gabisa dipercaya"",""2025-03-19T07:54:31.176842Z"",607,0.704,""Not Online Gambling Promotion"",""2025-03-19T07:54:31.176842Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
